Titulo,Ano_lancamento,Genero,Vendas_Totais,Vendas_JP,Vendas_EUA,Vendas_Europa,Outras_Vendas
The Godfather: Blackhand Edition,2007.0,Adventure,0.16,0.0,0.14,0.0,0.01
The Godfather: Dons Edition,2007.0,Action,0.29,0.0,0.25,0.02,0.03
The Godfather: Mob Wars,2006.0,Action,0.11,0.0,0.09,0.01,0.01
The Golden Compass,2007.0,Action,2.85,0.0,1.22,0.91,0.71
The Golf Club,2014.0,Sports,0.11,0.0,0.07,0.02,0.01
The Granstream Saga,1997.0,Role-Playing,0.14,0.0,0.08,0.05,0.01
The Great Battle Gaiden 2: Matsuri da Wasshoi,1994.0,Action,0.03,0.03,0.0,0.0,0.0
The Great Escape,2003.0,Action,0.26,0.0,0.15,0.08,0.02
The Great Mystery Hidden Object Package 5,2015.0,Adventure,0.03,0.0,0.0,0.03,0.0
The Grim Adventures of Billy & Mandy,2006.0,Action,0.22,0.0,0.17,0.03,0.0
The Grinch,1999.0,Adventure,0.52,0.0,0.29,0.2,0.03
The Guided Fate Paradox,2013.0,Role-Playing,0.07,0.06,0.0,0.0,0.0
The Gunstringer,2011.0,Shooter,0.41,0.0,0.26,0.11,0.04
The Guy Game,2004.0,Misc,0.2,0.0,0.12,0.07,0.02
The Hardy Boys: The Hidden Theft,2009.0,Adventure,0.11,0.0,0.07,0.03,0.01
The Hardy Boys: Treasure on the Tracks,2009.0,Adventure,0.11,0.0,0.11,0.0,0.01
The Haunted: Hell's Reach,2011.0,Shooter,0.02,0.0,0.02,0.0,0.0
The Heavy Rain and Beyond: Two Souls Collection,2016.0,Action,0.19,0.0,0.0,0.16,0.03
The Hidden,2006.0,Adventure,0.08,0.0,0.08,0.0,0.0
The History Channel: Battle for the Pacific,2007.0,Shooter,0.24,0.0,0.22,0.0,0.02
The History Channel: Civil War - A Nation Divided,2006.0,Shooter,0.14,0.0,0.13,0.0,0.01
The History Channel: Civil War - Secret Missions,2008.0,Shooter,0.1,0.0,0.09,0.0,0.01
The History Channel: Great Battles - Medieval,2006.0,Strategy,0.18,0.0,0.08,0.08,0.02
The Hobbit,2003.0,Platform,1.14,0.0,0.71,0.33,0.08
The House of The Dead III,2002.0,Shooter,0.39,0.0,0.29,0.08,0.01
The House of the Dead,1997.0,Shooter,0.13,0.13,0.0,0.0,0.0
The House of the Dead 2,1998.0,Shooter,0.26,0.26,0.0,0.0,0.0
The House of the Dead 2 & 3 Return,2008.0,Shooter,1.47,0.03,0.78,0.5,0.15
The House of the Dead: Overkill,2009.0,Shooter,0.87,0.02,0.46,0.31,0.09
The House of the Dead: Overkill - Extended Cut,2011.0,Shooter,0.38,0.0,0.15,0.17,0.06
The Humans: Meet the Ancestors!,2009.0,Puzzle,0.01,0.0,0.01,0.0,0.0
The Hustle: Detroit Streets,2006.0,Sports,0.14,0.0,0.1,0.02,0.02
The ICO & Shadow of the Colossus Collection,2011.0,Adventure,1.35,0.13,0.67,0.37,0.17
The IdolM@ster: Gravure For You! Vol. 6,2012.0,Action,0.03,0.03,0.0,0.0,0.0
The IdolM@ster: One for All,2014.0,Misc,0.13,0.13,0.0,0.0,0.0
The Idolm@ster,2007.0,Simulation,0.08,0.08,0.0,0.0,0.0
The Idolm@ster 2,2011.0,Misc,0.16,0.16,0.0,0.0,0.0
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,2009.0,Adventure,0.23,0.23,0.0,0.0,0.0
The Idolm@ster: Dearly Stars,2009.0,Adventure,0.05,0.05,0.0,0.0,0.0
The Idolm@ster: Live for You!,2008.0,Misc,0.07,0.07,0.0,0.0,0.0
The Idolm@ster: Must Songs - Red Board / Blue Board,2015.0,Misc,0.04,0.04,0.0,0.0,0.0
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012.0,Action,0.17,0.17,0.0,0.0,0.0
The Idolmaster 2,2011.0,Simulation,0.05,0.05,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 2,2011.0,Misc,0.05,0.05,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 3,2011.0,Misc,0.08,0.08,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 4,2012.0,Misc,0.03,0.03,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 5,2012.0,Misc,0.03,0.03,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol.7,2012.0,Action,0.02,0.02,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol.8,2012.0,Action,0.02,0.02,0.0,0.0,0.0
The Idolmaster: Gravure For You! Vol.9,2012.0,Action,0.02,0.02,0.0,0.0,0.0
The Idolmaster: Platinum Stars,2016.0,Simulation,0.09,0.09,0.0,0.0,0.0
The Incredible Hulk,2008.0,Action,2.03,0.0,1.66,0.23,0.15
The Incredible Hulk: The Pantheon Saga,1996.0,Action,0.16,0.0,0.09,0.06,0.01
The Incredible Hulk: Ultimate Destruction,2005.0,Action,0.92,0.0,0.54,0.28,0.08
The Incredibles,2004.0,Action,5.27,0.08,2.76,2.02,0.42
The Incredibles: Rise of the Underminer,2005.0,Action,1.18,0.0,0.79,0.31,0.07
The Inner World,2013.0,Adventure,0.03,0.0,0.0,0.03,0.0
The Invincible Iron Man,2002.0,Action,0.04,0.0,0.03,0.01,0.0
The Island of Dr. Frankenstein,2009.0,Adventure,0.03,0.0,0.03,0.0,0.0
The Italian Job,2003.0,Racing,0.34,0.0,0.2,0.12,0.03
The Jak and Daxter Collection,2012.0,Platform,0.89,0.0,0.6,0.19,0.1
The King of Fighters '94,1994.0,Fighting,0.12,0.12,0.0,0.0,0.0
The King of Fighters '94 (CD),1993.0,Fighting,0.14,0.14,0.0,0.0,0.0
The King of Fighters '95,1995.0,Fighting,0.65,0.64,0.0,0.0,0.01
The King of Fighters '95 (CD),1994.0,Fighting,0.23,0.23,0.0,0.0,0.0
The King of Fighters '96,1996.0,Fighting,0.35,0.34,0.0,0.0,0.01
The King of Fighters '97,1998.0,Fighting,0.34,0.33,0.0,0.0,0.01
The King of Fighters '98 Ultimate Match,2008.0,Fighting,0.12,0.03,0.04,0.03,0.01
The King of Fighters '98: Dream Match Never Ends,1999.0,Fighting,0.08,0.0,0.05,0.03,0.01
The King of Fighters '99,2000.0,Fighting,0.11,0.11,0.0,0.0,0.01
The King of Fighters 02/03,2005.0,Fighting,0.1,0.0,0.05,0.04,0.01
The King of Fighters 2000,2002.0,Fighting,0.04,0.04,0.0,0.0,0.0
The King of Fighters 2000/2001,2003.0,Fighting,0.11,0.0,0.05,0.04,0.01
The King of Fighters 2002: Unlimited Match,2009.0,Fighting,0.04,0.04,0.0,0.0,0.0
The King of Fighters 2006,2006.0,Fighting,0.08,0.05,0.01,0.01,0.0
The King of Fighters Collection: The Orochi Saga,2008.0,Fighting,0.39,0.0,0.28,0.08,0.04
The King of Fighters Collection: The Orochi Saga (JP sales),2006.0,Fighting,0.02,0.02,0.0,0.0,0.0
The King of Fighters EX2: Howling Blood,2002.0,Fighting,0.08,0.0,0.06,0.02,0.0
The King of Fighters Kyo,1998.0,Fighting,0.04,0.04,0.0,0.0,0.0
The King of Fighters NeoWave,2006.0,Fighting,0.02,0.0,0.02,0.0,0.0
The King of Fighters Portable '94~'98: Chapter of Orochi,2010.0,Fighting,0.03,0.03,0.0,0.0,0.0
The King of Fighters XI,2006.0,Fighting,0.19,0.04,0.07,0.06,0.02
The King of Fighters XII,2009.0,Fighting,0.27,0.04,0.2,0.01,0.02
The King of Fighters XIII,2011.0,Fighting,0.64,0.05,0.4,0.14,0.06
The King of Fighters XIV,2016.0,Fighting,0.09,0.03,0.04,0.01,0.01
The King of Fighters: Dream Match 1999,1999.0,Fighting,0.1,0.1,0.0,0.0,0.0
The King of Fighters: Evolution,2000.0,Fighting,0.07,0.07,0.0,0.0,0.0
The King of Fighters: Maximum Impact - Maniax,2006.0,Fighting,0.03,0.0,0.02,0.01,0.0
The King of Route 66,2003.0,Racing,0.06,0.0,0.03,0.02,0.01
The Kore Gang,2010.0,Platform,0.04,0.0,0.04,0.0,0.0
The LEGO Movie Videogame,2014.0,Action,5.33,0.11,2.3,2.28,0.65
The Land Before Time: Big Water Adventure,2002.0,Platform,0.21,0.0,0.12,0.08,0.01
The Land Before Time: Great Valley Racing Adventure,2001.0,Racing,0.1,0.0,0.05,0.04,0.01
The Land Before Time: Into the Mysterious Beyond,2006.0,Platform,0.01,0.0,0.01,0.0,0.0
The Last Airbender,2010.0,Action,0.39,0.0,0.25,0.11,0.03
The Last Guy,2009.0,Action,0.03,0.03,0.0,0.0,0.0
The Last Remnant,2008.0,Role-Playing,0.7,0.18,0.25,0.21,0.06
The Last Story,2011.0,Role-Playing,0.68,0.18,0.32,0.13,0.04
The Last of Us,2013.0,Action,10.54,0.35,4.19,4.15,1.83
The Legend of Alon D'ar,2001.0,Role-Playing,0.08,0.0,0.04,0.03,0.01
The Legend of Dragoon,1999.0,Role-Playing,1.86,0.39,0.94,0.44,0.1
The Legend of Heroes II: Prophecy of the Moonlight Witch,2004.0,Role-Playing,0.14,0.11,0.03,0.0,0.0
The Legend of Heroes III: Song of the Ocean,2006.0,Role-Playing,0.03,0.0,0.03,0.0,0.0
The Legend of Heroes VII: The Trail of Blue,2011.0,Role-Playing,0.26,0.26,0.0,0.0,0.0
The Legend of Heroes VII: The Trail of Zero,2010.0,Role-Playing,0.23,0.23,0.0,0.0,0.0
The Legend of Heroes: A Tear of Vermillion,2005.0,Role-Playing,0.09,0.0,0.08,0.0,0.01
The Legend of Heroes: Trails in the Sky First Chapter,2006.0,Role-Playing,0.32,0.17,0.1,0.03,0.03
The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
The Legend of Heroes: Trails in the Sky Second Chapter,2007.0,Role-Playing,0.08,0.08,0.0,0.0,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,2008.0,Role-Playing,0.1,0.1,0.0,0.0,0.0
The Legend of Heroes: Trails of Cold Steel,2013.0,Role-Playing,0.53,0.26,0.13,0.09,0.06
The Legend of Heroes: Trails of Cold Steel II,2014.0,Role-Playing,0.27,0.24,0.03,0.0,0.01
The Legend of Kage 2,2008.0,Action,0.08,0.0,0.07,0.0,0.0
The Legend of Korra (3DS),2014.0,Strategy,0.03,0.0,0.02,0.0,0.0
The Legend of Legacy,2015.0,Role-Playing,0.25,0.1,0.11,0.02,0.01
The Legend of Spyro: A New Beginning,2006.0,Platform,0.57,0.0,0.49,0.05,0.04
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,2.22,0.0,1.08,0.66,0.48
The Legend of Spyro: The Eternal Night,2007.0,Platform,1.01,0.0,0.71,0.21,0.1
The Legend of Zelda,1986.0,Action,6.51,1.69,3.74,0.93,0.14
The Legend of Zelda: A Link Between Worlds,2013.0,Action,3.07,0.46,1.4,0.99,0.22
The Legend of Zelda: A Link to the Past,1991.0,Action,7.31,1.48,4.17,1.43,0.23
The Legend of Zelda: Four Swords Adventures,2004.0,Action,0.81,0.0,0.63,0.16,0.02
The Legend of Zelda: Link's Awakening,1992.0,Action,3.83,0.54,2.21,0.96,0.13
The Legend of Zelda: Link's Awakening DX,1998.0,Adventure,2.22,0.45,1.0,0.63,0.13
The Legend of Zelda: Majora's Mask,2000.0,Action,3.36,0.73,1.9,0.67,0.06
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,2.32,0.47,1.14,0.54,0.17
The Legend of Zelda: Ocarina of Time,1998.0,Action,11.81,2.07,6.13,3.16,0.46
The Legend of Zelda: Oracle of Ages,2001.0,Action,1.92,0.41,0.92,0.53,0.06
The Legend of Zelda: Oracle of Seasons,2001.0,Adventure,1.86,0.41,0.87,0.52,0.06
The Legend of Zelda: Phantom Hourglass,2007.0,Action,5.17,0.95,1.9,1.83,0.49
The Legend of Zelda: Skyward Sword,2011.0,Action,4.1,0.37,2.14,1.2,0.4
The Legend of Zelda: Spirit Tracks,2009.0,Action,3.38,0.74,1.43,0.94,0.27
The Legend of Zelda: The Minish Cap,2004.0,Action,1.42,0.22,0.89,0.22,0.1
The Legend of Zelda: The Minish Cap(weekly JP sales),2006.0,Action,0.27,0.27,0.0,0.0,0.01
The Legend of Zelda: The Wind Waker,2002.0,Action,6.37,1.03,3.53,1.56,0.26
The Legend of Zelda: Tri Force Heroes,2015.0,Action,1.1,0.17,0.52,0.33,0.08
The Legend of Zelda: Twilight Princess,2006.0,Action,8.9,0.64,4.98,2.55,0.74
The Legend of Zelda: Twilight Princess HD,2016.0,Action,0.94,0.08,0.48,0.3,0.08
The Legend of the Mystical Ninja,1991.0,Adventure,0.48,0.48,0.0,0.0,0.0
The Legendary Starfy,2008.0,Platform,0.86,0.2,0.61,0.0,0.05
The Longest Journey,1999.0,Adventure,0.02,0.0,0.0,0.01,0.0
The Lord of the Rings Online: Mines of Moria,2008.0,Role-Playing,0.02,0.0,0.0,0.02,0.0
The Lord of the Rings: Aragorn's Quest,2010.0,Action,0.71,0.0,0.47,0.15,0.08
The Lord of the Rings: Conquest,2009.0,Action,1.54,0.0,0.84,0.5,0.19
The Lord of the Rings: The Battle for Middle-Earth,2004.0,Strategy,0.08,0.0,0.01,0.06,0.01
The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,0.08,0.0,0.01,0.06,0.01
The Lord of the Rings: The Fellowship of the Ring,2002.0,Action,1.73,0.0,0.9,0.65,0.18
The Lord of the Rings: The Return of the King,2003.0,Action,5.67,0.05,3.14,1.95,0.54
The Lord of the Rings: The Third Age,2004.0,Role-Playing,1.09,0.0,0.87,0.14,0.09
The Lord of the Rings: The Two Towers,2002.0,Action,6.65,0.08,3.33,2.5,0.75
The Lord of the Rings: War in the North,2006.0,Action,1.9,0.01,0.81,0.82,0.26
The Lost Chronicles of Zerzura,2012.0,Adventure,0.06,0.0,0.0,0.05,0.01
The Lost Treasures of Alexandria,2011.0,Puzzle,0.05,0.0,0.0,0.04,0.01
The Lost Vikings,2003.0,Puzzle,0.05,0.0,0.04,0.01,0.0
The Lost World: Jurassic Park,1997.0,Action,1.02,0.0,0.57,0.39,0.07
The Magic School Bus: Oceans,2011.0,Adventure,0.23,0.0,0.21,0.0,0.01
The Magical Quest starring Mickey Mouse,1992.0,Platform,1.21,0.35,0.66,0.17,0.03
The Mark of Kri,2002.0,Action,0.46,0.0,0.22,0.18,0.06
The Matrix: Path of Neo,2005.0,Action,0.8,0.0,0.64,0.08,0.08
The Misadventures of Tron Bonne,1999.0,Adventure,0.05,0.0,0.03,0.02,0.0
The Monkey King: The Legend Begins,2007.0,Shooter,0.04,0.0,0.04,0.0,0.0
The Movies,2005.0,Simulation,0.04,0.0,0.01,0.03,0.01
The Mummy,2002.0,Action,0.02,0.0,0.01,0.0,0.0
The Mummy Returns,2001.0,Action,0.5,0.0,0.25,0.19,0.06
The Mummy: Tomb of the Dragon Emperor,2008.0,Action,0.43,0.0,0.28,0.1,0.05
The Munchables,2009.0,Action,0.19,0.0,0.17,0.0,0.01
The Mysterious Case of Dr. Jekyll and Mr. Hyde,2010.0,Adventure,0.06,0.0,0.02,0.03,0.01
The Mysterious Murasame Castle,1986.0,Action,0.57,0.57,0.0,0.0,0.0
The Naked Brothers Band: The Video Game,2008.0,Misc,0.58,0.0,0.45,0.06,0.04
The New Tetris,1999.0,Puzzle,0.29,0.02,0.22,0.05,0.0
The New York Times Crosswords,2007.0,Puzzle,0.45,0.0,0.42,0.0,0.03
The Next BIG Thing,2011.0,Adventure,0.06,0.0,0.0,0.05,0.01
The Next Tetris,1998.0,Puzzle,0.81,0.0,0.45,0.31,0.05
The Night of the Rabbit,2013.0,Adventure,0.04,0.0,0.0,0.03,0.0
The Nightmare of Druaga: Fushigino Dungeon,2004.0,Role-Playing,0.05,0.0,0.03,0.02,0.01
The Operative: No One Lives Forever,2002.0,Shooter,0.14,0.0,0.07,0.05,0.02
The Orange Box,2007.0,Shooter,3.05,0.02,1.37,1.24,0.42
The Order: 1886,2015.0,Shooter,1.72,0.06,0.61,0.78,0.27
The Oregon Trail,2011.0,Simulation,0.28,0.0,0.27,0.0,0.02
The Outfit,2006.0,Action,0.25,0.0,0.21,0.02,0.02
The Peanuts Movie: Snoopy's Grand Adventure,2015.0,Action,0.09,0.0,0.0,0.07,0.0
The Penguins of Madagascar,2010.0,Action,0.27,0.0,0.13,0.12,0.02
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,Action,0.41,0.0,0.23,0.12,0.04
The Perfect Golf,1995.0,Sports,0.03,0.03,0.0,0.0,0.0
The Pinball of the Dead,2002.0,Misc,0.06,0.0,0.05,0.02,0.0
The Polar Express,2004.0,Adventure,0.53,0.0,0.33,0.16,0.03
The Powerpuff Girls: Chemical X-Traction,2001.0,Action,0.41,0.0,0.27,0.13,0.02
The Powerpuff Girls: Him and Seek,2002.0,Platform,0.43,0.0,0.31,0.11,0.01
The Powerpuff Girls: Relish Rampage,2002.0,Action,0.52,0.0,0.27,0.18,0.06
The Price is Right,2008.0,Misc,1.33,0.0,1.23,0.0,0.1
The Price is Right 2010 Edition,2009.0,Misc,0.37,0.0,0.34,0.0,0.03
The Price is Right: Decades,2011.0,Misc,0.24,0.0,0.23,0.0,0.02
The Princess and the Frog,2009.0,Platform,1.11,0.0,0.7,0.3,0.1
The Professor's Brain Trainer: Logic,2005.0,Puzzle,0.02,0.0,0.02,0.0,0.0
The Punisher,2005.0,Action,0.81,0.0,0.47,0.26,0.08
The Putter Golf,2001.0,Sports,0.07,0.0,0.04,0.03,0.0
The Quest Trio,2008.0,Puzzle,0.15,0.0,0.14,0.01,0.01
The Raiden Project,1995.0,Shooter,0.23,0.12,0.06,0.04,0.01
The Revenge of Shinobi,2002.0,Platform,0.09,0.0,0.07,0.02,0.0
The Ripping Friends,2002.0,Action,0.04,0.0,0.03,0.01,0.0
The Rise of the Argonauts,2008.0,Role-Playing,0.37,0.0,0.08,0.25,0.04
The Rub Rabbits!,2005.0,Puzzle,0.07,0.04,0.03,0.0,0.0
The Saboteur,2009.0,Action,1.07,0.0,0.46,0.48,0.14
The Scorpion King: Rise of the Akkadian,2002.0,Action,0.34,0.0,0.19,0.11,0.03
The Scorpion King: Sword of Osiris,2002.0,Action,0.19,0.0,0.13,0.05,0.0
The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,0.42,0.0,0.3,0.02,0.11
The Secret World,2012.0,Role-Playing,0.17,0.0,0.07,0.08,0.02
The Settlers,2007.0,Action,0.11,0.0,0.1,0.0,0.01
The Settlers 7: Paths to a Kingdom,2010.0,Strategy,0.32,0.0,0.0,0.26,0.06
The Settlers II 10th Anniversary,2006.0,Action,0.03,0.0,0.0,0.02,0.0
The Settlers IV,2001.0,Strategy,0.02,0.0,0.0,0.02,0.0
The Settlers: Rise of an Empire,2007.0,Strategy,0.02,0.0,0.01,0.01,0.0
The Seven Deadly Sins: Unjust Sin,2015.0,Adventure,0.08,0.08,0.0,0.0,0.0
The Shoot,2010.0,Shooter,0.35,0.01,0.13,0.16,0.06
The Simpsons Game,2007.0,Action,7.12,0.0,2.53,2.61,1.98
The Simpsons Skateboarding,2002.0,Sports,1.52,0.0,0.36,0.9,0.27
The Simpsons: Hit & Run,2003.0,Racing,7.04,0.0,3.2,2.97,0.89
The Simpsons: Road Rage,2001.0,Racing,6.09,0.0,3.85,1.8,0.46
The Sims,2003.0,Simulation,3.73,0.0,2.08,1.38,0.27
The Sims 2,2005.0,Simulation,4.42,0.0,2.73,1.12,0.59
The Sims 2: Apartment Life,2008.0,Simulation,0.09,0.0,0.0,0.07,0.02
The Sims 2: Apartment Pets,2008.0,Simulation,0.7,0.0,0.32,0.31,0.07
The Sims 2: Bon Voyage,2007.0,Simulation,0.03,0.0,0.01,0.01,0.0
The Sims 2: Castaway,2007.0,Simulation,3.13,0.0,1.46,1.16,0.5
The Sims 2: Family Fun Stuff,2006.0,Simulation,0.02,0.0,0.0,0.01,0.0
The Sims 2: Glamour Life Stuff,2006.0,Simulation,0.03,0.0,0.0,0.03,0.01
The Sims 2: Happy Holiday Stuff,2006.0,Simulation,0.02,0.0,0.01,0.01,0.0
The Sims 2: Ikea Home Stuff,2008.0,Simulation,0.08,0.0,0.0,0.07,0.02
The Sims 2: Nightlife,2005.0,Simulation,1.27,0.0,1.22,0.05,0.0
The Sims 2: Open for Business,2006.0,Simulation,0.52,0.0,0.46,0.05,0.0
The Sims 2: Pets,2006.0,Simulation,3.98,0.0,1.77,1.44,0.77
The Sims 2: Seasons,2007.0,Simulation,0.07,0.0,0.01,0.04,0.01
The Sims 2: University,2005.0,Simulation,0.06,0.0,0.01,0.04,0.01
The Sims 3,2010.0,Simulation,15.45,0.05,4.28,9.6,1.53
The Sims 3: Ambitions,2010.0,Simulation,0.47,0.0,0.0,0.29,0.18
The Sims 3: Barnacle Bay,2011.0,Simulation,0.07,0.0,0.07,0.0,0.01
The Sims 3: Fast Lane Stuff,2010.0,Simulation,0.08,0.0,0.01,0.05,0.02
The Sims 3: Generations,2011.0,Simulation,0.63,0.0,0.4,0.23,0.0
The Sims 3: High-End Loft Stuff,2010.0,Simulation,0.67,0.0,0.01,0.53,0.12
The Sims 3: Late Night Expansion Pack,2010.0,Simulation,1.71,0.0,0.59,0.87,0.25
The Sims 3: Outdoor Living Stuff,2011.0,Simulation,0.47,0.0,0.0,0.38,0.09
The Sims 3: Seasons,2012.0,Simulation,0.17,0.0,0.0,0.13,0.03
The Sims 3: Town Life Stuff,2011.0,Simulation,0.34,0.0,0.11,0.17,0.05
The Sims 3: World Adventures,2009.0,Simulation,0.58,0.0,0.02,0.18,0.39
The Sims 4,2014.0,Simulation,2.97,0.0,0.96,1.72,0.29
The Sims 4: Get Together,2015.0,Simulation,0.19,0.0,0.05,0.13,0.01
The Sims 4: Luxury Party Stuff,2015.0,Simulation,0.02,0.0,0.0,0.01,0.0
The Sims 4: Spa Day,2015.0,Simulation,0.04,0.0,0.0,0.04,0.0
The Sims Deluxe,2002.0,Simulation,0.04,0.0,0.01,0.02,0.01
The Sims Medieval: Pirates and Nobles,2011.0,Simulation,0.15,0.0,0.05,0.08,0.02
The Sims: Bustin' Out,2003.0,Simulation,4.98,0.0,2.83,1.88,0.29
The Sims: Complete Collection,2005.0,Simulation,0.02,0.0,0.01,0.01,0.0
The Sims: Hot Date,2001.0,Simulation,1.82,0.0,1.81,0.0,0.0
The Sims: House Party,2001.0,Simulation,2.16,0.0,1.23,0.83,0.1
The Sims: Livin Large,2000.0,Misc,2.99,0.0,1.67,1.18,0.13
The Sims: Makin' Magic,2003.0,Simulation,1.92,0.0,1.03,0.8,0.09
The Sims: Medieval,2011.0,Simulation,0.69,0.0,0.27,0.32,0.1
The Sims: Superstar,2003.0,Simulation,1.68,0.0,1.67,0.0,0.0
The Sims: Unleashed,2002.0,Simulation,3.76,0.0,2.03,1.56,0.17
The Sims: Vacation,2002.0,Simulation,3.07,0.0,1.72,1.21,0.14
The Sky Crawlers: Innocent Aces,2008.0,Simulation,0.13,0.01,0.09,0.02,0.01
The Sly Collection,2010.0,Platform,0.69,0.01,0.52,0.09,0.07
The Smurfs,1998.0,Action,0.48,0.0,0.26,0.17,0.04
The Smurfs 2,2013.0,Platform,0.66,0.0,0.09,0.5,0.07
The Smurfs: Dance Party,2011.0,Misc,0.29,0.0,0.22,0.04,0.02
The Space Bar,1996.0,Adventure,0.08,0.08,0.0,0.0,0.0
The Spiderwick Chronicles,2008.0,Action,0.38,0.0,0.34,0.02,0.03
The SpongeBob SquarePants Movie,2004.0,Platform,4.7,0.0,3.21,1.23,0.27
The Story of Noah's Ark,2010.0,Action,0.1,0.0,0.1,0.0,0.01
The Stronghold Collection,2009.0,Strategy,0.13,0.0,0.03,0.08,0.02
The Suffering,2004.0,Action,0.64,0.0,0.36,0.21,0.06
The Suffering: Ties That Bind,2005.0,Action,0.26,0.0,0.16,0.09,0.02
The Suite Life of Zack & Cody: Circle of Spies,2007.0,Action,0.3,0.0,0.17,0.09,0.03
The Suite Life of Zack & Cody: Tipton Trouble,2006.0,Action,0.25,0.0,0.23,0.0,0.02
The Sum of All Fears,2002.0,Shooter,0.07,0.0,0.06,0.02,0.0
The Tale of Despereaux,2008.0,Platform,0.46,0.0,0.27,0.13,0.04
The Talos Principle,2015.0,Puzzle,0.02,0.0,0.0,0.02,0.0
The Technomancer,2016.0,Role-Playing,0.08,0.0,0.02,0.05,0.01
The Terminator: Dawn of Fate,2002.0,Action,0.56,0.0,0.31,0.19,0.06
The Testament of Sherlock Holmes,2012.0,Adventure,0.35,0.0,0.05,0.23,0.07
The Thing,2002.0,Adventure,0.64,0.0,0.37,0.21,0.07
The Tomb Raider Trilogy,2011.0,Action,0.94,0.0,0.27,0.5,0.17
The Train Giant,2012.0,Strategy,0.01,0.0,0.0,0.01,0.0
The Treasures of Montezuma,2010.0,Puzzle,0.04,0.0,0.02,0.02,0.0
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,Puzzle,0.01,0.0,0.01,0.0,0.0
The Typing of the Dead,2000.0,Shooter,0.05,0.05,0.0,0.0,0.0
The Ultimate Battle of the Sexes,2010.0,Misc,0.01,0.0,0.01,0.01,0.0
The Ultimate Red Ball Challenge,2009.0,Misc,0.2,0.0,0.0,0.19,0.01
The Unholy War,1998.0,Strategy,0.13,0.0,0.07,0.05,0.01
The Urbz: Sims In the City (US weekly sales),2004.0,Simulation,0.29,0.0,0.27,0.0,0.02
The Urbz: Sims in the City,2004.0,Simulation,3.12,0.0,1.35,1.42,0.35
The Urbz: Sims in the City (all regions sales),2004.0,Simulation,0.44,0.02,0.4,0.01,0.0
The Voice,2014.0,Action,0.19,0.0,0.17,0.0,0.02
The Void,2008.0,Adventure,0.03,0.0,0.0,0.03,0.01
The Walking Dead: Season One,2012.0,Adventure,2.36,0.05,1.29,0.73,0.29
The Walking Dead: Season Two,2014.0,Adventure,0.87,0.02,0.41,0.3,0.13
The Walking Dead: Survival Instinct,2013.0,Shooter,1.29,0.0,0.82,0.32,0.14
The Warriors,2005.0,Action,1.09,0.0,0.88,0.1,0.11
The Weakest Link,2001.0,Misc,0.09,0.0,0.05,0.03,0.01
The Whispered World,2009.0,Adventure,0.1,0.0,0.0,0.08,0.02
The Wild Thornberrys Movie,2002.0,Platform,0.34,0.0,0.25,0.09,0.01
The Wild Thornberrys: Animal Adventures,2000.0,Adventure,0.17,0.0,0.1,0.07,0.01
The Wild Thornberrys: Chimp Chase,2001.0,Action,0.16,0.0,0.11,0.04,0.0
The Wild West,2007.0,Action,0.01,0.0,0.01,0.0,0.0
The Witch and the Hundred Knight,2013.0,Role-Playing,0.28,0.15,0.08,0.03,0.02
The Witcher,2007.0,Role-Playing,0.06,0.0,0.0,0.05,0.01
The Witcher 2: Assassins of Kings,2011.0,Action,1.9,0.02,0.73,0.92,0.23
The Witcher 3: Wild Hunt,2015.0,Role-Playing,5.64,0.21,1.82,2.89,0.72
The Witcher: Enhanced Edition,2008.0,Role-Playing,0.32,0.0,0.32,0.01,0.0
The Wizard of Oz: Beyond The Yellow Brick Road,2008.0,Role-Playing,0.15,0.0,0.13,0.0,0.01
The Wolf Among Us,2014.0,Adventure,0.49,0.0,0.26,0.15,0.08
The Wonderful 101,2013.0,Action,0.41,0.08,0.2,0.1,0.03
The World Ends With You,2007.0,Role-Playing,0.86,0.21,0.54,0.06,0.05
The X Files,1999.0,Adventure,0.42,0.0,0.24,0.16,0.03
The X Files: Resist or Serve,2004.0,Adventure,0.12,0.0,0.06,0.05,0.02
The X-Factor,2010.0,Misc,0.56,0.0,0.0,0.47,0.08
Theatre Of War,2007.0,Strategy,0.01,0.0,0.0,0.01,0.0
Theatrhythm Dragon Quest,2015.0,Misc,0.15,0.15,0.0,0.0,0.0
